# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  737       2.788871396562e-10       4.127074736047e-12      -1.738598120384e-11       1.149737970271e-14       1.903877514422e-14       5.474396901516e-15      -5.383668120320e-16 
  738       2.799505118738e-10       4.095489772594e-12      -1.743376234556e-11       1.151256789420e-14       1.894361918347e-14       5.476131745737e-15      -5.343139048260e-16 
  739       2.810159578795e-10       4.063549124697e-12      -1.747673047953e-11       1.152788600892e-14       1.884903621907e-14       5.477515584480e-15      -5.302434961908e-16 
  740       2.820830262589e-10       4.031266589497e-12      -1.751488377401e-11       1.154333160583e-14       1.875502335345e-14       5.478547696563e-15      -5.261559268163e-16 
  741       2.831512920133e-10       3.998656015647e-12      -1.754823281995e-11       1.155890190445e-14       1.866157862263e-14       5.479228073623e-15      -5.220511166999e-16 
  742       2.842203255892e-10       3.965731414544e-12      -1.757678864194e-11       1.157459408494e-14       1.856869997398e-14       5.479556728431e-15      -5.179289849229e-16 
  743       2.852896928633e-10       3.932506960896e-12      -1.760056270001e-11       1.159040528792e-14       1.847638526584e-14       5.479533694982e-15      -5.137894496472e-16 
  744       2.863589551265e-10       3.898996993269e-12      -1.761956689146e-11       1.160633261432e-14       1.838463226711e-14       5.479159028588e-15      -5.096324281110e-16 
  745       2.874276690693e-10       3.865216014656e-12      -1.763381355270e-11       1.162237312530e-14       1.829343865689e-14       5.478432805976e-15      -5.054578366251e-16 
  746       2.884953867664e-10       3.831178693024e-12      -1.764331546103e-11       1.163852384203e-14       1.820280202405e-14       5.477355125375e-15      -5.012655905691e-16 
  747       2.895616556613e-10       3.796899861878e-12      -1.764808583648e-11       1.165478174559e-14       1.811271986684e-14       5.475926106615e-15      -4.970556043873e-16 
  748       2.906260185509e-10       3.762394520817e-12      -1.764813834363e-11       1.167114377678e-14       1.802318959253e-14       5.474145891214e-15      -4.928277915850e-16 
  749       2.916880135706e-10       3.727677836089e-12      -1.764348709344e-11       1.168760683605e-14       1.793420851697e-14       5.472014642477e-15      -4.885820647246e-16 
  750       2.927471741787e-10       3.692765141152e-12      -1.763414664503e-11       1.170416778327e-14       1.784577386424e-14       5.469532545587e-15      -4.843183354216e-16 
  751       2.938030291416e-10       3.657671937229e-12      -1.762013200756e-11       1.172082343763e-14       1.775788276622e-14       5.466699807698e-15      -4.800365143409e-16 
  752       2.948551025177e-10       3.622413893869e-12      -1.760145864197e-11       1.173757057752e-14       1.767053226222e-14       5.463516658027e-15      -4.757365111927e-16 
  753       2.959029136430e-10       3.587006849498e-12      -1.757814246288e-11       1.175440594031e-14       1.758371929856e-14       5.459983347951e-15      -4.714182347290e-16 
  754       2.969459771154e-10       3.551466811983e-12      -1.755019984035e-11       1.177132622227e-14       1.749744072821e-14       5.456100151095e-15      -4.670815927393e-16 
  755       2.979838027794e-10       3.515809959186e-12      -1.751764760173e-11       1.178832807840e-14       1.741169331038e-14       5.451867363431e-15      -4.627264920469e-16 
  756       2.990158957110e-10       3.480052639524e-12      -1.748050303348e-11       1.180540812228e-14       1.732647371012e-14       5.447285303367e-15      -4.583528385050e-16 
  757       3.000417562024e-10       3.444211372521e-12      -1.743878388295e-11       1.182256292594e-14       1.724177849793e-14       5.442354311843e-15      -4.539605369929e-16 
  758       3.010608797467e-10       3.408302849374e-12      -1.739250836026e-11       1.183978901971e-14       1.715760414937e-14       5.437074752420e-15      -4.495494914121e-16 
  759       3.020727570226e-10       3.372343933502e-12      -1.734169514007e-11       1.185708289206e-14       1.707394704468e-14       5.431447011378e-15      -4.451196046823e-16 
  760       3.030768738791e-10       3.336351661110e-12      -1.728636336342e-11       1.187444098947e-14       1.699080346834e-14       5.425471497808e-15      -4.406707787377e-16 
  761       3.040727113204e-10       3.300343241743e-12      -1.722653263954e-11       1.189185971628e-14       1.690816960873e-14       5.419148643705e-15      -4.362029145230e-16 
  762       3.050597454904e-10       3.264336058843e-12      -1.716222304768e-11       1.190933543455e-14       1.682604155771e-14       5.412478904057e-15      -4.317159119894e-16 
  763       3.060374476577e-10       3.228347670309e-12      -1.709345513892e-11       1.192686446390e-14       1.674441531022e-14       5.405462756947e-15      -4.272096700911e-16 
  764       3.070052842002e-10       3.192395809052e-12      -1.702024993801e-11       1.194444308138e-14       1.666328676390e-14       5.398100703639e-15      -4.226840867811e-16 
  765       3.079627165896e-10       3.156498383557e-12      -1.694262894514e-11       1.196206752132e-14       1.658265171870e-14       5.390393268673e-15      -4.181390590073e-16 
  766       3.089092013766e-10       3.120673478433e-12      -1.686061413782e-11       1.197973397519e-14       1.650250587647e-14       5.382340999960e-15      -4.135744827090e-16 
  767       3.098441901752e-10       3.084939354978e-12      -1.677422797265e-11       1.199743859143e-14       1.642284484057e-14       5.373944468874e-15      -4.089902528126e-16 
  768       3.107671296478e-10       3.049314451730e-12      -1.668349338716e-11       1.201517747534e-14       1.634366411548e-14       5.365204270345e-15      -4.043862632278e-16 
  769       3.116774614897e-10       3.013817385031e-12      -1.658843380164e-11       1.203294668892e-14       1.626495910642e-14       5.356121022952e-15      -3.997624068439e-16 
  770       3.125746224137e-10       2.978466949579e-12      -1.648907312094e-11       1.205074225071e-14       1.618672511893e-14       5.346695369018e-15      -3.951185755259e-16 
  771       3.134580441353e-10       2.943282118988e-12      -1.638543573629e-11       1.206856013566e-14       1.610895735850e-14       5.336927974701e-15      -3.904546601105e-16 
  772       3.143271533569e-10       2.908282046345e-12      -1.627754652714e-11       1.208639627500e-14       1.603165093014e-14       5.326819530090e-15      -3.857705504022e-16 
  773       3.151813717530e-10       2.873486064768e-12      -1.616543086295e-11       1.210424655604e-14       1.595480083804e-14       5.316370749294e-15      -3.810661351695e-16 
  774       3.160201159544e-10       2.838913687963e-12      -1.604911460503e-11       1.212210682210e-14       1.587840198514e-14       5.305582370540e-15      -3.763413021411e-16 
  775       3.168427975337e-10       2.804584610782e-12      -1.592862410834e-11       1.213997287231e-14       1.580244917274e-14       5.294455156263e-15      -3.715959380019e-16 
  776       3.176488229891e-10       2.770518709779e-12      -1.580398622334e-11       1.215784046147e-14       1.572693710009e-14       5.282989893200e-15      -3.668299283891e-16 
  777       3.184375937299e-10       2.736736043768e-12      -1.567522829778e-11       1.217570529994e-14       1.565186036406e-14       5.271187392485e-15      -3.620431578885e-16 
  778       3.192085723580e-10       2.703255176329e-12      -1.554238378792e-11       1.219356321013e-14       1.557721415636e-14       5.259049327005e-15      -3.572356724949e-16 
  779       3.199614829072e-10       2.670088107682e-12      -1.540550920383e-11       1.221141059966e-14       1.550299637065e-14       5.246580760521e-15      -3.524081703437e-16 
  780       3.206961143288e-10       2.637245248874e-12      -1.526466748551e-11       1.222924399682e-14       1.542920553420e-14       5.233787666159e-15      -3.475615201742e-16 
  781       3.214122545327e-10       2.604737091447e-12      -1.511992242514e-11       1.224705989454e-14       1.535584011353e-14       5.220676093704e-15      -3.426965997274e-16 
  782       3.221096903848e-10       2.572574207662e-12      -1.497133867005e-11       1.226485475032e-14       1.528289851411e-14       5.207252169858e-15      -3.378142957741e-16 
  783       3.227882077052e-10       2.540767250727e-12      -1.481898172563e-11       1.228262498609e-14       1.521037908019e-14       5.193522098497e-15      -3.329155041430e-16 
  784       3.234475912663e-10       2.509326955019e-12      -1.466291795828e-11       1.230036698810e-14       1.513828009445e-14       5.179492160931e-15      -3.280011297494e-16 
  785       3.240876247899e-10       2.478264136313e-12      -1.450321459834e-11       1.231807710681e-14       1.506659977780e-14       5.165168716164e-15      -3.230720866233e-16 
  786       3.247080909459e-10       2.447589692002e-12      -1.433993974299e-11       1.233575165677e-14       1.499533628912e-14       5.150558201152e-15      -3.181292979376e-16 
  787       3.253087713495e-10       2.417314601327e-12      -1.417316235922e-11       1.235338691652e-14       1.492448772499e-14       5.135667131063e-15      -3.131736960365e-16 
  788       3.258894465595e-10       2.387449925600e-12      -1.400295228673e-11       1.237097912844e-14       1.485405211943e-14       5.120502099534e-15      -3.082062224636e-16 
  789       3.264498960760e-10       2.358006808432e-12      -1.382938024086e-11       1.238852449870e-14       1.478402744368e-14       5.105069778932e-15      -3.032278279905e-16 
  790       3.269898983381e-10       2.328996475952e-12      -1.365251781554e-11       1.240601919706e-14       1.471441160589e-14       5.089376920612e-15      -2.982394726450e-16 
  791       3.275092307220e-10       2.300430237039e-12      -1.347243748621e-11       1.242345935683e-14       1.464520245092e-14       5.073430355178e-15      -2.932421257392e-16 
  792       3.280076695388e-10       2.272319483543e-12      -1.328921261274e-11       1.244084107474e-14       1.457639776003e-14       5.057236992739e-15      -2.882367658978e-16 
  793       3.284849900323e-10       2.244675690513e-12      -1.310291744237e-11       1.245816041077e-14       1.450799525067e-14       5.040803823169e-15      -2.832243810869e-16 
  794       3.289409663770e-10       2.217510416420e-12      -1.291362711265e-11       1.247541338812e-14       1.443999257620e-14       5.024137916367e-15      -2.782059686414e-16 
  795       3.293753716756e-10       2.190835303382e-12      -1.272141765435e-11       1.249259599303e-14       1.437238732565e-14       5.007246422517e-15      -2.731825352941e-16 
  796       3.297879779572e-10       2.164662077393e-12      -1.252636599439e-11       1.250970417471e-14       1.430517702344e-14       4.990136572343e-15      -2.681550972036e-16 
  797       3.301785561753e-10       2.139002548544e-12      -1.232854995877e-11       1.252673384518e-14       1.423835912914e-14       4.972815677372e-15      -2.631246799826e-16 
  798       3.305468762051e-10       2.113868611248e-12      -1.212804827554e-11       1.254368087922e-14       1.417193103724e-14       4.955291130191e-15      -2.580923187264e-16 
  799       3.308927068418e-10       2.089272244471e-12      -1.192494057767e-11       1.256054111418e-14       1.410589007682e-14       4.937570404707e-15      -2.530590580409e-16 
  800       3.312158157983e-10       2.065225511950e-12      -1.171930740600e-11       1.257731034991e-14       1.404023351140e-14       4.919661056405e-15      -2.480259520710e-16 
  801       3.315159697033e-10       2.041740562423e-12      -1.151123021219e-11       1.259398434867e-14       1.397495853857e-14       4.901570722609e-15      -2.429940645291e-16 
  802       3.317929340988e-10       2.018829629852e-12      -1.130079136164e-11       1.261055883495e-14       1.391006228984e-14       4.883307122738e-15      -2.379644687231e-16 
  803       3.320464734380e-10       1.996505033650e-12      -1.108807413641e-11       1.262702949540e-14       1.384554183029e-14       4.864878058567e-15      -2.329382475847e-16 
